caldt,spindx,sprtrn
1975-05-28,89.71,-0.006974
1975-05-29,89.68,-0.000334
1975-05-30,91.15,0.016392
1975-06-02,92.58,0.015688
1975-06-03,92.89,0.003348
1975-06-04,92.60,-0.003122
1975-06-05,92.69,0.000972
1975-06-06,92.48,-0.002266
1975-06-09,91.21,-0.013733
1975-06-10,90.44,-0.008442
1975-06-11,90.55,0.001216
1975-06-12,90.08,-0.005191
1975-06-13,90.52,0.004885
1975-06-16,91.46,0.010384
1975-06-17,90.58,-0.009622
1975-06-18,90.39,-0.002098
1975-06-19,92.02,0.018033
1975-06-20,92.61,0.006412
1975-06-23,93.62,0.010906
1975-06-24,94.19,0.006088
1975-06-25,94.62,0.004565
1975-06-26,94.81,0.002008
1975-06-27,94.81,0.000000
1975-06-30,95.19,0.004008
1975-07-01,94.85,-0.003572
1975-07-02,94.18,-0.007064
1975-07-03,94.36,0.001911
1975-07-07,93.54,-0.008690
1975-07-08,93.39,-0.001604
1975-07-09,94.80,0.015098
1975-07-10,94.81,0.000105
1975-07-11,94.66,-0.001582
1975-07-14,95.19,0.005599
1975-07-15,95.61,0.004412
1975-07-16,94.61,-0.010459
1975-07-17,93.63,-0.010358
1975-07-18,93.20,-0.004593
1975-07-21,92.44,-0.008155
1975-07-22,91.45,-0.010710
1975-07-23,90.18,-0.013887
1975-07-24,90.07,-0.001220
1975-07-25,89.29,-0.008660
1975-07-28,88.69,-0.006720
1975-07-29,88.19,-0.005638
1975-07-30,88.83,0.007257
1975-07-31,88.75,-0.000901
1975-08-01,87.99,-0.008563
1975-08-04,87.15,-0.009547
1975-08-05,86.23,-0.010557
1975-08-06,86.25,0.000232
1975-08-07,86.30,0.000580
1975-08-08,86.02,-0.003245
1975-08-11,86.55,0.006161
1975-08-12,87.12,0.006586
1975-08-13,85.97,-0.013200
1975-08-14,85.60,-0.004304
1975-08-15,86.36,0.008879
1975-08-18,86.20,-0.001853
1975-08-19,84.95,-0.014501
1975-08-20,83.22,-0.020365
1975-08-21,83.07,-0.001802
1975-08-22,84.28,0.014566
1975-08-25,85.06,0.009255
1975-08-26,83.96,-0.012932
1975-08-27,84.43,0.005598
1975-08-28,86.40,0.023333
1975-08-29,86.88,0.005556
1975-09-02,85.48,-0.016114
1975-09-03,86.03,0.006434
1975-09-04,86.20,0.001976
1975-09-05,85.62,-0.006729
1975-09-08,85.89,0.003153
1975-09-09,84.60,-0.015019
1975-09-10,83.79,-0.009574
1975-09-11,83.45,-0.004058
1975-09-12,83.30,-0.001797
1975-09-15,82.88,-0.005042
1975-09-16,82.09,-0.009532
1975-09-17,82.37,0.003411
1975-09-18,84.06,0.020517
1975-09-19,85.88,0.021651
1975-09-22,85.07,-0.009432
1975-09-23,84.94,-0.001528
1975-09-24,85.74,0.009418
1975-09-25,85.64,-0.001166
1975-09-26,86.19,0.006422
1975-09-29,85.03,-0.013459
1975-09-30,83.87,-0.013642
1975-10-01,82.93,-0.011208
1975-10-02,83.82,0.010732
1975-10-03,85.95,0.025412
1975-10-06,86.88,0.010820
1975-10-07,86.77,-0.001266
1975-10-08,87.94,0.013484
1975-10-09,88.37,0.004890
1975-10-10,88.21,-0.001811
1975-10-13,89.46,0.014171
1975-10-14,89.28,-0.002012
1975-10-15,89.23,-0.000560
1975-10-16,89.37,0.001569
1975-10-17,88.86,-0.005707
1975-10-20,89.82,0.010804
1975-10-21,90.56,0.008239
1975-10-22,90.71,0.001656
1975-10-23,91.24,0.005843
1975-10-24,89.83,-0.015454
1975-10-27,89.73,-0.001113
1975-10-28,90.51,0.008693
1975-10-29,89.39,-0.012374
1975-10-30,89.31,-0.000895
1975-10-31,89.04,-0.003023
1975-11-03,88.09,-0.010669
1975-11-04,88.51,0.004768
1975-11-05,89.15,0.007231
1975-11-06,89.55,0.004487
1975-11-07,89.33,-0.002457
1975-11-10,89.34,0.000112
1975-11-11,89.87,0.005932
1975-11-12,91.19,0.014688
1975-11-13,91.04,-0.001645
1975-11-14,90.97,-0.000769
1975-11-17,91.46,0.005386
1975-11-18,91.00,-0.005030
1975-11-19,89.98,-0.011209
1975-11-20,89.64,-0.003779
1975-11-21,89.53,-0.001227
1975-11-24,89.70,0.001899
1975-11-25,90.71,0.011260
1975-11-26,90.94,0.002536
1975-11-28,91.24,0.003299
1975-12-01,90.67,-0.006247
1975-12-02,89.33,-0.014779
1975-12-03,87.60,-0.019366
1975-12-04,87.84,0.002740
1975-12-05,86.82,-0.011612
1975-12-08,87.07,0.002880
1975-12-09,87.30,0.002642
1975-12-10,88.08,0.008935
1975-12-11,87.80,-0.003179
1975-12-12,87.83,0.000342
1975-12-15,88.09,0.002960
1975-12-16,88.93,0.009536
1975-12-17,89.15,0.002474
1975-12-18,89.43,0.003141
1975-12-19,88.80,-0.007045
1975-12-22,88.14,-0.007432
1975-12-23,88.73,0.006694
1975-12-24,89.46,0.008227
1975-12-26,90.25,0.008831
1975-12-29,90.13,-0.001330
1975-12-30,89.77,-0.003994
1975-12-31,90.19,0.004679
1976-01-02,90.90,0.007872
1976-01-05,92.58,0.018482
1976-01-06,93.53,0.010261
1976-01-07,93.95,0.004491
1976-01-08,94.58,0.006706
1976-01-09,94.95,0.003912
1976-01-12,96.33,0.014534
1976-01-13,95.57,-0.007890
1976-01-14,97.13,0.016323
1976-01-15,96.61,-0.005354
1976-01-16,97.00,0.004037
1976-01-19,98.32,0.013608
1976-01-20,98.86,0.005492
1976-01-21,98.24,-0.006272
1976-01-22,98.04,-0.002036
1976-01-23,99.21,0.011934
1976-01-26,99.68,0.004737
1976-01-27,99.07,-0.006120
1976-01-28,98.53,-0.005451
1976-01-29,100.11,0.016036
1976-01-30,100.86,0.007492
1976-02-02,100.87,0.000099
1976-02-03,101.18,0.003073
1976-02-04,101.92,0.007314
1976-02-05,100.39,-0.015012
1976-02-06,99.46,-0.009264
1976-02-09,99.62,0.001609
1976-02-10,100.47,0.008532
1976-02-11,100.77,0.002986
1976-02-12,100.25,-0.005160
1976-02-13,99.67,-0.005786
1976-02-17,99.05,-0.006221
1976-02-18,99.85,0.008077
1976-02-19,101.41,0.015623
1976-02-20,102.10,0.006804
1976-02-23,101.61,-0.004799
1976-02-24,102.03,0.004133
1976-02-25,101.69,-0.003332
1976-02-26,100.11,-0.015537
1976-02-27,99.71,-0.003996
1976-03-01,100.02,0.003109
1976-03-02,100.56,0.005399
1976-03-03,99.98,-0.005768
1976-03-04,98.92,-0.010602
1976-03-05,99.11,0.001921
1976-03-08,100.19,0.010897
1976-03-09,100.58,0.003893
1976-03-10,100.94,0.003579
1976-03-11,101.89,0.009412
1976-03-12,100.86,-0.010109
1976-03-15,99.80,-0.010510
1976-03-16,100.92,0.011222
1976-03-17,100.86,-0.000595
1976-03-18,100.45,-0.004065
1976-03-19,100.58,0.001294
1976-03-22,100.71,0.001293
1976-03-23,102.24,0.015192
1976-03-24,103.42,0.011542
1976-03-25,102.85,-0.005512
1976-03-26,102.85,0.000000
1976-03-29,102.41,-0.004278
1976-03-30,102.01,-0.003906
1976-03-31,102.77,0.007450
1976-04-01,102.24,-0.005157
1976-04-02,102.25,0.000098
1976-04-05,103.51,0.012323
1976-04-06,103.36,-0.001449
1976-04-07,102.21,-0.011126
1976-04-08,101.28,-0.009099
1976-04-09,100.35,-0.009182
1976-04-12,100.20,-0.001495
1976-04-13,101.05,0.008483
1976-04-14,100.31,-0.007323
1976-04-15,100.67,0.003589
1976-04-19,101.44,0.007649
1976-04-20,102.87,0.014097
1976-04-21,103.32,0.004374
1976-04-22,102.98,-0.003291
1976-04-23,102.29,-0.006700
1976-04-26,102.43,0.001369
1976-04-27,101.86,-0.005565
1976-04-28,102.13,0.002651
1976-04-29,102.13,0.000000
1976-04-30,101.64,-0.004798
1976-05-03,100.92,-0.007084
1976-05-04,101.46,0.005351
1976-05-05,100.88,-0.005717
1976-05-06,101.16,0.002776
1976-05-07,101.88,0.007117
1976-05-10,103.10,0.011975
1976-05-11,102.95,-0.001455
1976-05-12,102.77,-0.001748
1976-05-13,102.16,-0.005936
1976-05-14,101.34,-0.008027
1976-05-17,101.09,-0.002467
1976-05-18,101.26,0.001682
1976-05-19,101.18,-0.000790
1976-05-20,102.00,0.008104
1976-05-21,101.26,-0.007255
1976-05-24,99.44,-0.017974
1976-05-25,99.49,0.000503
1976-05-26,99.34,-0.001508
1976-05-27,99.38,0.000403
1976-05-28,100.18,0.008050
1976-06-01,99.85,-0.003294
1976-06-02,100.22,0.003706
1976-06-03,100.13,-0.000898
1976-06-04,99.15,-0.009787
1976-06-07,98.63,-0.005245
1976-06-08,98.80,0.001724
1976-06-09,98.74,-0.000607
1976-06-10,99.56,0.008305
1976-06-11,100.92,0.013660
1976-06-14,101.95,0.010206
1976-06-15,101.46,-0.004806
1976-06-16,102.01,0.005421
1976-06-17,103.61,0.015685
1976-06-18,103.76,0.001448
1976-06-21,104.28,0.005012
1976-06-22,103.47,-0.007768
1976-06-23,103.25,-0.002126
1976-06-24,103.79,0.005230
1976-06-25,103.72,-0.000674
1976-06-28,103.43,-0.002796
1976-06-29,103.86,0.004157
1976-06-30,104.28,0.004044
1976-07-01,103.59,-0.006617
1976-07-02,104.11,0.005020
1976-07-06,103.54,-0.005475
1976-07-07,103.83,0.002801
1976-07-08,103.98,0.001445
1976-07-09,104.98,0.009617
1976-07-12,105.90,0.008764
1976-07-13,105.67,-0.002172
1976-07-14,105.95,0.002650
1976-07-15,105.20,-0.007079
1976-07-16,104.68,-0.004943
1976-07-19,104.29,-0.003726
1976-07-20,103.72,-0.005466
1976-07-21,103.82,0.000964
1976-07-22,103.93,0.001060
1976-07-23,104.06,0.001251
1976-07-26,104.07,0.000096
1976-07-27,103.48,-0.005669
1976-07-28,103.05,-0.004155
1976-07-29,102.93,-0.001164
1976-07-30,103.44,0.004955
1976-08-02,103.19,-0.002417
1976-08-03,104.14,0.009206
1976-08-04,104.43,0.002785
1976-08-05,103.85,-0.005554
1976-08-06,103.79,-0.000578
1976-08-09,103.49,-0.002890
1976-08-10,104.41,0.008890
1976-08-11,104.06,-0.003352
1976-08-12,104.22,0.001538
1976-08-13,104.25,0.000288
1976-08-16,104.43,0.001727
1976-08-17,104.80,0.003543
1976-08-18,104.56,-0.002290
1976-08-19,103.39,-0.011190
1976-08-20,102.37,-0.009866
1976-08-23,101.96,-0.004005
1976-08-24,101.27,-0.006767
1976-08-25,102.03,0.007505
1976-08-26,101.32,-0.006959
1976-08-27,101.48,0.001579
1976-08-30,102.07,0.005814
1976-08-31,102.91,0.008230
1976-09-01,104.06,0.011175
1976-09-02,103.92,-0.001345
1976-09-03,104.30,0.003657
1976-09-07,105.03,0.006999
1976-09-08,104.94,-0.000857
1976-09-09,104.40,-0.005146
1976-09-10,104.65,0.002395
1976-09-13,104.29,-0.003440
1976-09-14,103.94,-0.003356
1976-09-15,104.21,0.002598
1976-09-16,105.34,0.010844
1976-09-17,106.27,0.008829
1976-09-20,106.32,0.000471
1976-09-21,107.83,0.014202
1976-09-22,107.46,-0.003431
1976-09-23,106.92,-0.005025
1976-09-24,106.80,-0.001122
1976-09-27,107.26,0.004307
1976-09-28,105.92,-0.012493
1976-09-29,105.37,-0.005193
1976-09-30,105.24,-0.001234
1976-10-01,104.17,-0.010167
1976-10-04,104.03,-0.001344
1976-10-05,103.23,-0.007690
1976-10-06,102.97,-0.002519
1976-10-07,103.54,0.005536
1976-10-08,102.56,-0.009465
1976-10-11,101.64,-0.008970
1976-10-12,100.81,-0.008166
1976-10-13,102.12,0.012995
1976-10-14,100.85,-0.012436
1976-10-15,100.88,0.000297
1976-10-18,101.47,0.005849
1976-10-19,101.45,-0.000197
1976-10-20,101.74,0.002859
1976-10-21,100.77,-0.009534
1976-10-22,99.96,-0.008038
1976-10-25,100.07,0.001100
1976-10-26,101.06,0.009893
1976-10-27,101.76,0.006927
1976-10-28,101.61,-0.001474
1976-10-29,102.90,0.012696
1976-11-01,103.10,0.001944
1976-11-03,101.92,-0.011445
1976-11-04,102.41,0.004808
1976-11-05,100.82,-0.015526
1976-11-08,99.60,-0.012101
1976-11-09,99.32,-0.002811
1976-11-10,98.81,-0.005135
1976-11-11,99.64,0.008400
1976-11-12,99.24,-0.004014
1976-11-15,99.90,0.006651
1976-11-16,100.04,0.001401
1976-11-17,100.61,0.005698
1976-11-18,101.89,0.012722
1976-11-19,101.92,0.000294
1976-11-22,102.59,0.006574
1976-11-23,101.96,-0.006141
1976-11-24,102.41,0.004413
1976-11-26,103.15,0.007226
1976-11-29,102.44,-0.006883
1976-11-30,102.10,-0.003319
1976-12-01,102.49,0.003820
1976-12-02,102.12,-0.003610
1976-12-03,102.76,0.006267
1976-12-06,103.56,0.007785
1976-12-07,103.49,-0.000676
1976-12-08,104.08,0.005701
1976-12-09,104.51,0.004131
1976-12-10,104.70,0.001818
1976-12-13,104.63,-0.000669
1976-12-14,105.07,0.004205
1976-12-15,105.14,0.000666
1976-12-16,104.80,-0.003234
1976-12-17,104.26,-0.005153
1976-12-20,103.65,-0.005851
1976-12-21,104.22,0.005499
1976-12-22,104.71,0.004702
1976-12-23,104.84,0.001242
1976-12-27,106.06,0.011637
1976-12-28,106.77,0.006694
1976-12-29,106.34,-0.004027
1976-12-30,106.88,0.005078
1976-12-31,107.46,0.005427
1977-01-03,107.00,-0.004281
1977-01-04,105.70,-0.012150
1977-01-05,104.76,-0.008893
1977-01-06,105.02,0.002482
1977-01-07,105.01,-0.000095
1977-01-10,105.20,0.001809
1977-01-11,104.12,-0.010266
1977-01-12,103.40,-0.006915
1977-01-13,104.20,0.007737
1977-01-14,104.01,-0.001823
1977-01-17,103.73,-0.002692
1977-01-18,103.32,-0.003953
1977-01-19,103.85,0.005130
1977-01-20,102.97,-0.008474
1977-01-21,103.32,0.003399
1977-01-24,103.25,-0.000678
1977-01-25,103.13,-0.001162
1977-01-26,102.34,-0.007660
1977-01-27,101.79,-0.005374
1977-01-28,101.93,0.001375
1977-01-31,102.03,0.000981
1977-02-01,102.54,0.004999
1977-02-02,102.36,-0.001755
1977-02-03,101.85,-0.004982
1977-02-04,101.88,0.000295
1977-02-07,101.89,0.000098
1977-02-08,101.60,-0.002846
1977-02-09,100.73,-0.008563
1977-02-10,100.82,0.000893
1977-02-11,100.22,-0.005951
1977-02-14,100.74,0.005189
1977-02-15,101.04,0.002978
1977-02-16,101.50,0.004553
1977-02-17,100.92,-0.005714
1977-02-18,100.49,-0.004261
1977-02-22,100.49,0.000000
1977-02-23,100.19,-0.002985
1977-02-24,99.60,-0.005889
1977-02-25,99.48,-0.001205
1977-02-28,99.82,0.003418
1977-03-01,100.66,0.008415
1977-03-02,100.39,-0.002682
1977-03-03,100.88,0.004881
1977-03-04,101.20,0.003172
1977-03-07,101.25,0.000494
1977-03-08,100.87,-0.003753
1977-03-09,100.10,-0.007634
1977-03-10,100.67,0.005694
1977-03-11,100.65,-0.000199
1977-03-14,101.42,0.007650
1977-03-15,101.98,0.005522
1977-03-16,102.17,0.001863
1977-03-17,102.08,-0.000881
1977-03-18,101.86,-0.002155
1977-03-21,101.31,-0.005400
1977-03-22,101.00,-0.003060
1977-03-23,100.20,-0.007921
1977-03-24,99.70,-0.004990
1977-03-25,99.06,-0.006419
1977-03-28,99.00,-0.000606
1977-03-29,99.69,0.006970
1977-03-30,98.54,-0.011536
1977-03-31,98.42,-0.001218
1977-04-01,99.21,0.008027
1977-04-04,98.23,-0.009878
1977-04-05,98.01,-0.002240
1977-04-06,97.91,-0.001020
1977-04-07,98.35,0.004494
1977-04-11,98.88,0.005389
1977-04-12,100.15,0.012844
1977-04-13,100.16,0.000100
1977-04-14,101.00,0.008387
1977-04-15,101.04,0.000396
1977-04-18,100.54,-0.004949
1977-04-19,100.07,-0.004675
1977-04-20,100.40,0.003298
1977-04-21,99.75,-0.006474
1977-04-22,98.44,-0.013133
1977-04-25,97.15,-0.013104
1977-04-26,97.11,-0.000412
1977-04-27,97.96,0.008753
1977-04-28,98.20,0.002450
1977-04-29,98.44,0.002444
1977-05-02,98.93,0.004978
1977-05-03,99.43,0.005054
1977-05-04,99.96,0.005330
1977-05-05,100.11,0.001501
1977-05-06,99.49,-0.006193
1977-05-09,99.18,-0.003116
1977-05-10,99.47,0.002924
1977-05-11,98.78,-0.006937
1977-05-12,98.73,-0.000506
1977-05-13,99.03,0.003039
1977-05-16,99.47,0.004443
1977-05-17,99.77,0.003016
1977-05-18,100.30,0.005312
1977-05-19,99.88,-0.004187
1977-05-20,99.45,-0.004305
1977-05-23,98.15,-0.013072
1977-05-24,97.67,-0.004890
1977-05-25,96.77,-0.009215
1977-05-26,97.01,0.002480
1977-05-27,96.27,-0.007628
1977-05-31,96.12,-0.001558
1977-06-01,96.93,0.008427
1977-06-02,96.74,-0.001960
1977-06-03,97.69,0.009820
1977-06-06,97.23,-0.004709
1977-06-07,97.73,0.005142
1977-06-08,98.20,0.004809
1977-06-09,98.14,-0.000611
1977-06-10,98.46,0.003261
1977-06-13,98.74,0.002844
1977-06-14,99.86,0.011343
1977-06-15,99.62,-0.002403
1977-06-16,99.85,0.002309
1977-06-17,99.97,0.001202
1977-06-20,100.42,0.004501
1977-06-21,100.74,0.003187
1977-06-22,100.46,-0.002779
1977-06-23,100.62,0.001593
1977-06-24,101.19,0.005665
1977-06-27,100.98,-0.002075
1977-06-28,100.14,-0.008318
1977-06-29,100.11,-0.000300
1977-06-30,100.48,0.003696
1977-07-01,100.10,-0.003782
1977-07-05,100.09,-0.000100
1977-07-06,99.58,-0.005095
1977-07-07,99.93,0.003515
1977-07-08,99.79,-0.001401
1977-07-11,99.55,-0.002405
1977-07-12,99.45,-0.001005
1977-07-13,99.59,0.001408
1977-07-15,100.18,0.005924
1977-07-18,100.95,0.007686
1977-07-19,101.79,0.008321
1977-07-20,101.73,-0.000589
1977-07-21,101.59,-0.001376
1977-07-22,101.67,0.000787
1977-07-25,100.85,-0.008065
1977-07-26,100.27,-0.005751
1977-07-27,98.64,-0.016256
1977-07-28,98.79,0.001521
1977-07-29,98.85,0.000607
1977-08-01,99.12,0.002731
1977-08-02,98.50,-0.006255
1977-08-03,98.37,-0.001320
1977-08-04,98.74,0.003761
1977-08-05,98.76,0.000203
1977-08-08,97.99,-0.007797
1977-08-09,98.05,0.000612
1977-08-10,98.92,0.008873
1977-08-11,98.16,-0.007683
1977-08-12,97.88,-0.002852
1977-08-15,98.18,0.003065
1977-08-16,97.73,-0.004583
1977-08-17,97.74,0.000102
1977-08-18,97.68,-0.000614
1977-08-19,97.51,-0.001740
1977-08-22,97.79,0.002872
1977-08-23,97.62,-0.001738
1977-08-24,97.23,-0.003995
1977-08-25,96.15,-0.011108
1977-08-26,96.06,-0.000936
1977-08-29,96.92,0.008953
1977-08-30,96.38,-0.005572
1977-08-31,96.77,0.004046
1977-09-01,96.83,0.000620
1977-09-02,97.45,0.006403
1977-09-06,97.71,0.002668
1977-09-07,98.01,0.003070
1977-09-08,97.28,-0.007448
1977-09-09,96.37,-0.009354
1977-09-12,96.03,-0.003528
1977-09-13,96.09,0.000625
1977-09-14,96.55,0.004787
1977-09-15,96.80,0.002589
1977-09-16,96.48,-0.003306
1977-09-19,95.85,-0.006530
1977-09-20,95.89,0.000417
1977-09-21,95.10,-0.008239
1977-09-22,95.09,-0.000105
1977-09-23,95.04,-0.000526
1977-09-26,95.38,0.003577
1977-09-27,95.24,-0.001468
1977-09-28,95.31,0.000735
1977-09-29,95.85,0.005666
1977-09-30,96.53,0.007094
1977-10-03,96.74,0.002175
1977-10-04,96.03,-0.007339
1977-10-05,95.68,-0.003645
1977-10-06,96.05,0.003867
1977-10-07,95.97,-0.000833
1977-10-10,95.75,-0.002292
1977-10-11,94.93,-0.008564
1977-10-12,94.04,-0.009375
1977-10-13,93.46,-0.006168
1977-10-14,93.56,0.001070
1977-10-17,93.47,-0.000962
1977-10-18,93.46,-0.000107
1977-10-19,92.38,-0.011556
1977-10-20,92.67,0.003139
1977-10-21,92.32,-0.003777
1977-10-24,91.63,-0.007474
1977-10-25,91.00,-0.006875
1977-10-26,92.10,0.012088
1977-10-27,92.34,0.002606
1977-10-28,92.62,0.003032
1977-10-31,92.34,-0.003023
1977-11-01,91.35,-0.010721
1977-11-02,90.71,-0.007006
1977-11-03,90.76,0.000551
1977-11-04,91.58,0.009035
1977-11-07,92.29,0.007753
1977-11-08,92.46,0.001842
1977-11-09,92.98,0.005624
1977-11-10,94.71,0.018606
1977-11-11,95.98,0.013409
1977-11-14,95.32,-0.006876
1977-11-15,95.93,0.006400
1977-11-16,95.45,-0.005004
1977-11-17,95.16,-0.003038
1977-11-18,95.33,0.001786
1977-11-21,95.25,-0.000839
1977-11-22,96.09,0.008819
1977-11-23,96.49,0.004163
1977-11-25,96.69,0.002073
1977-11-28,96.04,-0.006723
1977-11-29,94.55,-0.015514
1977-11-30,94.83,0.002961
1977-12-01,94.69,-0.001476
1977-12-02,94.67,-0.000211
1977-12-05,94.27,-0.004225
1977-12-06,92.83,-0.015275
1977-12-07,92.78,-0.000539
1977-12-08,92.96,0.001940
1977-12-09,93.65,0.007423
1977-12-12,93.63,-0.000214
1977-12-13,93.56,-0.000748
1977-12-14,94.03,0.005024
1977-12-15,93.55,-0.005105
1977-12-16,93.40,-0.001603
1977-12-19,92.69,-0.007602
1977-12-20,92.50,-0.002050
1977-12-21,93.05,0.005946
1977-12-22,93.80,0.008060
1977-12-23,94.69,0.009488
1977-12-27,94.69,0.000000
1977-12-28,94.75,0.000634
1977-12-29,94.94,0.002005
1977-12-30,95.10,0.001685
1978-01-03,93.82,-0.013460
1978-01-04,93.52,-0.003198
1978-01-05,92.74,-0.008340
1978-01-06,91.62,-0.012077
1978-01-09,90.64,-0.010696
1978-01-10,90.17,-0.005185
1978-01-11,89.74,-0.004769
1978-01-12,89.82,0.000891
1978-01-13,89.69,-0.001447
1978-01-16,89.43,-0.002899
1978-01-17,89.88,0.005032
1978-01-18,90.56,0.007566
1978-01-19,90.09,-0.005190
1978-01-20,89.89,-0.002220
1978-01-23,89.24,-0.007231
1978-01-24,89.25,0.000112
1978-01-25,89.39,0.001569
1978-01-26,88.58,-0.009061
1978-01-27,88.58,0.000000
1978-01-30,89.34,0.008580
1978-01-31,89.25,-0.001007
1978-02-01,89.93,0.007619
1978-02-02,90.13,0.002224
1978-02-03,89.62,-0.005658
1978-02-06,89.50,-0.001339
1978-02-07,90.33,0.009274
1978-02-08,90.83,0.005535
1978-02-09,90.30,-0.005835
1978-02-10,90.08,-0.002436
1978-02-13,89.86,-0.002442
1978-02-14,89.04,-0.009125
1978-02-15,88.83,-0.002358
1978-02-16,88.08,-0.008443
1978-02-17,87.96,-0.001362
1978-02-21,87.59,-0.004206
1978-02-22,87.56,-0.000343
1978-02-23,87.64,0.000914
1978-02-24,88.49,0.009699
1978-02-27,87.72,-0.008702
1978-02-28,87.04,-0.007752
1978-03-01,87.19,0.001723
1978-03-02,87.32,0.001491
1978-03-03,87.45,0.001489
1978-03-06,86.90,-0.006289
1978-03-07,87.36,0.005293
1978-03-08,87.84,0.005495
1978-03-09,87.89,0.000569
1978-03-10,88.88,0.011264
1978-03-13,88.95,0.000788
1978-03-14,89.35,0.004497
1978-03-15,89.12,-0.002574
1978-03-16,89.51,0.004376
1978-03-17,90.20,0.007709
1978-03-20,90.82,0.006874
1978-03-21,89.79,-0.011341
1978-03-22,89.47,-0.003564
1978-03-23,89.36,-0.001229
1978-03-27,88.87,-0.005483
1978-03-28,89.50,0.007089
1978-03-29,89.64,0.001564
1978-03-30,89.41,-0.002566
1978-03-31,89.21,-0.002237
1978-04-03,88.46,-0.008407
1978-04-04,88.86,0.004522
1978-04-05,89.64,0.008778
1978-04-06,89.79,0.001673
1978-04-07,90.17,0.004232
1978-04-10,90.49,0.003549
1978-04-11,90.25,-0.002652
1978-04-12,90.11,-0.001551
1978-04-13,90.98,0.009655
1978-04-14,92.92,0.021323
1978-04-17,94.45,0.016466
1978-04-18,93.43,-0.010799
1978-04-19,93.86,0.004602
1978-04-20,94.54,0.007245
1978-04-21,94.34,-0.002116
1978-04-24,95.77,0.015158
1978-04-25,96.64,0.009084
1978-04-26,96.82,0.001863
1978-04-27,95.86,-0.009915
1978-04-28,96.83,0.010119
1978-05-01,97.67,0.008675
1978-05-02,97.25,-0.004300
1978-05-03,96.26,-0.010180
1978-05-04,95.93,-0.003428
1978-05-05,96.53,0.006255
1978-05-08,96.19,-0.003522
1978-05-09,95.90,-0.003015
1978-05-10,95.92,0.000209
1978-05-11,97.20,0.013345
1978-05-12,98.07,0.008951
1978-05-15,98.76,0.007036
1978-05-16,99.35,0.005974
1978-05-17,99.60,0.002516
1978-05-18,98.62,-0.009839
1978-05-19,98.12,-0.005070
1978-05-22,99.09,0.009886
1978-05-23,98.05,-0.010496
1978-05-24,97.08,-0.009893
1978-05-25,96.80,-0.002884
1978-05-26,96.58,-0.002273
1978-05-30,96.86,0.002899
1978-05-31,97.24,0.003923
1978-06-01,97.35,0.001131
1978-06-02,98.14,0.008115
1978-06-05,99.95,0.018443
1978-06-06,100.32,0.003702
1978-06-07,100.12,-0.001994
1978-06-08,100.21,0.000899
1978-06-09,99.93,-0.002794
1978-06-12,99.55,-0.003803
1978-06-13,99.57,0.000201
1978-06-14,99.48,-0.000904
1978-06-15,98.34,-0.011460
1978-06-16,97.42,-0.009355
1978-06-19,97.49,0.000719
1978-06-20,96.51,-0.010052
1978-06-21,96.01,-0.005181
1978-06-22,96.24,0.002396
1978-06-23,95.85,-0.004052
1978-06-26,94.60,-0.013041
1978-06-27,94.98,0.004017
1978-06-28,95.40,0.004422
1978-06-29,95.57,0.001782
1978-06-30,95.53,-0.000419
1978-07-03,95.09,-0.004606
1978-07-05,94.27,-0.008623
1978-07-06,94.32,0.000530
1978-07-07,94.89,0.006043
1978-07-10,95.27,0.004005
1978-07-11,95.93,0.006928
1978-07-12,96.24,0.003232
1978-07-13,96.25,0.000104
1978-07-14,97.58,0.013818
1978-07-17,97.78,0.002050
1978-07-18,96.87,-0.009307
1978-07-19,98.12,0.012904
1978-07-20,98.03,-0.000917
1978-07-21,97.75,-0.002856
1978-07-24,97.72,-0.000307
1978-07-25,98.44,0.007368
1978-07-26,99.08,0.006501
1978-07-27,99.54,0.004643
1978-07-28,100.00,0.004621
1978-07-31,100.68,0.006800
1978-08-01,100.66,-0.000199
1978-08-02,102.92,0.022452
1978-08-03,103.51,0.005733
1978-08-04,103.92,0.003961
1978-08-07,103.55,-0.003560
1978-08-08,104.01,0.004442
1978-08-09,104.50,0.004711
1978-08-10,103.66,-0.008038
1978-08-11,103.96,0.002894
1978-08-14,103.97,0.000096
1978-08-15,103.85,-0.001154
1978-08-16,104.65,0.007703
1978-08-17,105.08,0.004109
1978-08-18,104.73,-0.003331
1978-08-21,103.89,-0.008021
1978-08-22,104.31,0.004043
1978-08-23,104.91,0.005752
1978-08-24,105.08,0.001620
1978-08-25,104.90,-0.001713
1978-08-28,103.96,-0.008961
1978-08-29,103.39,-0.005483
1978-08-30,103.47,0.000774
1978-08-31,103.29,-0.001740
1978-09-01,103.68,0.003776
1978-09-05,104.49,0.007813
1978-09-06,105.38,0.008518
1978-09-07,105.42,0.000380
1978-09-08,106.79,0.012996
1978-09-11,106.98,0.001779
1978-09-12,106.99,0.000093
1978-09-13,106.34,-0.006075
1978-09-14,105.10,-0.011661
1978-09-15,104.12,-0.009324
1978-09-18,103.21,-0.008740
1978-09-19,102.53,-0.006589
1978-09-20,101.73,-0.007803
1978-09-21,101.90,0.001671
1978-09-22,101.84,-0.000589
1978-09-25,101.86,0.000196
1978-09-26,102.62,0.007461
1978-09-27,101.66,-0.009355
1978-09-28,101.96,0.002951
1978-09-29,102.54,0.005689
1978-10-02,102.96,0.004096
1978-10-03,102.60,-0.003497
