caldt,spindx,sprtrn
1962-07-03,56.49,0.011278
1962-07-05,56.81,0.005665
1962-07-06,56.17,-0.011266
1962-07-09,56.55,0.006765
1962-07-10,57.20,0.011494
1962-07-11,57.73,0.009266
1962-07-12,58.03,0.005197
1962-07-13,57.83,-0.003446
1962-07-16,57.83,0.000000
1962-07-17,56.78,-0.018157
1962-07-18,56.20,-0.010215
1962-07-19,56.42,0.003915
1962-07-20,56.81,0.006912
1962-07-23,56.80,-0.000176
1962-07-24,56.36,-0.007746
1962-07-25,56.46,0.001774
1962-07-26,56.77,0.005491
1962-07-27,57.20,0.007574
1962-07-30,57.83,0.011014
1962-07-31,58.23,0.006917
1962-08-01,57.75,-0.008243
1962-08-02,57.98,0.003983
1962-08-03,58.12,0.002415
1962-08-06,57.75,-0.006366
1962-08-07,57.36,-0.006753
1962-08-08,57.51,0.002615
1962-08-09,57.47,-0.000696
1962-08-10,57.55,0.001392
1962-08-13,57.63,0.001390
1962-08-14,58.25,0.010758
1962-08-15,58.66,0.007039
1962-08-16,58.64,-0.000341
1962-08-17,59.01,0.006310
1962-08-20,59.37,0.006101
1962-08-21,59.12,-0.004211
1962-08-22,59.78,0.011164
1962-08-23,59.70,-0.001338
1962-08-24,59.58,-0.002010
1962-08-27,59.55,-0.000504
1962-08-28,58.79,-0.012762
1962-08-29,58.66,-0.002211
1962-08-30,58.68,0.000341
1962-08-31,59.12,0.007498
1962-09-04,58.56,-0.009472
1962-09-05,58.12,-0.007514
1962-09-06,58.36,0.004129
1962-09-07,58.38,0.000343
1962-09-10,58.45,0.001199
1962-09-11,58.59,0.002395
1962-09-12,58.84,0.004267
1962-09-13,58.70,-0.002379
1962-09-14,58.89,0.003237
1962-09-17,59.08,0.003226
1962-09-18,59.03,-0.000846
1962-09-19,58.95,-0.001355
1962-09-20,58.54,-0.006955
1962-09-21,57.69,-0.014520
1962-09-24,56.63,-0.018374
1962-09-25,56.96,0.005827
1962-09-26,56.15,-0.014221
1962-09-27,55.77,-0.006768
1962-09-28,56.27,0.008965
1962-10-01,55.49,-0.013862
1962-10-02,56.10,0.010993
1962-10-03,56.16,0.001070
1962-10-04,56.70,0.009615
1962-10-05,57.07,0.006526
1962-10-08,57.07,0.000000
1962-10-09,57.20,0.002278
1962-10-10,57.24,0.000699
1962-10-11,57.05,-0.003319
1962-10-12,56.95,-0.001753
1962-10-15,57.27,0.005619
1962-10-16,57.08,-0.003318
1962-10-17,56.89,-0.003329
1962-10-18,56.34,-0.009668
1962-10-19,55.59,-0.013312
1962-10-22,54.96,-0.011333
1962-10-23,53.49,-0.026747
1962-10-24,55.21,0.032156
1962-10-25,54.69,-0.009419
1962-10-26,54.54,-0.002743
1962-10-29,55.72,0.021636
1962-10-30,56.54,0.014716
1962-10-31,56.52,-0.000354
1962-11-01,57.12,0.010616
1962-11-02,57.75,0.011029
1962-11-05,58.35,0.010390
1962-11-07,58.71,0.006170
1962-11-08,58.32,-0.006643
1962-11-09,58.78,0.007888
1962-11-12,59.59,0.013780
1962-11-13,59.46,-0.002182
1962-11-14,60.16,0.011773
1962-11-15,59.97,-0.003158
1962-11-16,60.16,0.003168
1962-11-19,59.82,-0.005652
1962-11-20,60.45,0.010532
1962-11-21,60.81,0.005955
1962-11-23,61.54,0.012005
1962-11-26,61.36,-0.002925
1962-11-27,61.73,0.006030
1962-11-28,62.12,0.006318
1962-11-29,62.41,0.004668
1962-11-30,62.26,-0.002403
1962-12-03,61.94,-0.005140
1962-12-04,62.64,0.011301
1962-12-05,62.89,0.003991
1962-12-06,62.93,0.000636
1962-12-07,63.06,0.002066
1962-12-10,62.27,-0.012528
1962-12-11,62.32,0.000803
1962-12-12,62.63,0.004974
1962-12-13,62.42,-0.003353
1962-12-14,62.57,0.002403
1962-12-17,62.37,-0.003196
1962-12-18,62.07,-0.004810
1962-12-19,62.58,0.008217
1962-12-20,62.82,0.003835
1962-12-21,62.64,-0.002865
1962-12-24,62.63,-0.000160
1962-12-26,63.02,0.006227
1962-12-27,62.93,-0.001428
1962-12-28,62.96,0.000477
1962-12-31,63.10,0.002224
1963-01-02,62.69,-0.006498
1963-01-03,63.72,0.016430
1963-01-04,64.13,0.006434
1963-01-07,64.12,-0.000156
1963-01-08,64.74,0.009669
1963-01-09,64.59,-0.002317
1963-01-10,64.71,0.001858
1963-01-11,64.85,0.002164
1963-01-14,65.20,0.005397
1963-01-15,65.11,-0.001380
1963-01-16,64.67,-0.006758
1963-01-17,65.13,0.007113
1963-01-18,65.18,0.000768
1963-01-21,65.28,0.001534
1963-01-22,65.44,0.002451
1963-01-23,65.62,0.002751
1963-01-24,65.75,0.001981
1963-01-25,65.92,0.002586
1963-01-28,66.24,0.004854
1963-01-29,66.23,-0.000151
1963-01-30,65.85,-0.005738
1963-01-31,66.20,0.005315
1963-02-01,66.31,0.001662
1963-02-04,66.17,-0.002111
1963-02-05,66.11,-0.000907
1963-02-06,66.40,0.004387
1963-02-07,66.17,-0.003464
1963-02-08,66.17,0.000000
1963-02-11,65.76,-0.006196
1963-02-12,65.83,0.001064
1963-02-13,66.15,0.004861
1963-02-14,66.35,0.003023
1963-02-15,66.41,0.000904
1963-02-18,66.52,0.001656
1963-02-19,66.20,-0.004811
1963-02-20,65.83,-0.005589
1963-02-21,65.92,0.001367
1963-02-25,65.46,-0.006978
1963-02-26,65.47,0.000153
1963-02-27,65.01,-0.007026
1963-02-28,64.29,-0.011075
1963-03-01,64.10,-0.002955
1963-03-04,64.72,0.009672
1963-03-05,64.74,0.000309
1963-03-06,64.85,0.001699
1963-03-07,65.26,0.006322
1963-03-08,65.33,0.001073
1963-03-11,65.51,0.002755
1963-03-12,65.67,0.002442
1963-03-13,65.91,0.003655
1963-03-14,65.60,-0.004703
1963-03-15,65.93,0.005030
1963-03-18,65.61,-0.004854
1963-03-19,65.47,-0.002134
1963-03-20,65.95,0.007332
1963-03-21,65.85,-0.001516
1963-03-22,66.19,0.005163
1963-03-25,66.21,0.000302
1963-03-26,66.40,0.002870
1963-03-27,66.68,0.004217
1963-03-28,66.58,-0.001500
1963-03-29,66.57,-0.000150
1963-04-01,66.85,0.004206
1963-04-02,66.84,-0.000150
1963-04-03,67.36,0.007780
1963-04-04,67.85,0.007274
1963-04-05,68.28,0.006338
1963-04-08,68.52,0.003515
1963-04-09,68.45,-0.001022
1963-04-10,68.29,-0.002337
1963-04-11,68.77,0.007029
1963-04-15,69.09,0.004653
1963-04-16,69.14,0.000724
1963-04-17,68.92,-0.003182
1963-04-18,68.89,-0.000435
1963-04-19,69.23,0.004935
1963-04-22,69.30,0.001011
1963-04-23,69.53,0.003319
1963-04-24,69.72,0.002733
1963-04-25,69.76,0.000574
1963-04-26,69.70,-0.000860
1963-04-29,69.65,-0.000717
1963-04-30,69.80,0.002154
1963-05-01,69.97,0.002436
1963-05-02,70.17,0.002858
1963-05-03,70.03,-0.001995
1963-05-06,69.53,-0.007140
1963-05-07,69.44,-0.001294
1963-05-08,70.01,0.008209
1963-05-09,70.35,0.004856
1963-05-10,70.52,0.002416
1963-05-13,70.48,-0.000567
1963-05-14,70.21,-0.003831
1963-05-15,70.43,0.003133
1963-05-16,70.25,-0.002556
1963-05-17,70.29,0.000569
1963-05-20,69.96,-0.004695
1963-05-21,70.14,0.002573
1963-05-22,70.14,0.000000
1963-05-23,70.10,-0.000570
1963-05-24,70.02,-0.001141
1963-05-27,69.87,-0.002142
1963-05-28,70.01,0.002004
1963-05-29,70.33,0.004571
1963-05-31,70.80,0.006683
1963-06-03,70.69,-0.001554
1963-06-04,70.70,0.000141
1963-06-05,70.53,-0.002405
1963-06-06,70.58,0.000709
1963-06-07,70.41,-0.002409
1963-06-10,69.94,-0.006675
1963-06-11,70.03,0.001287
1963-06-12,70.41,0.005426
1963-06-13,70.23,-0.002556
1963-06-14,70.25,0.000285
1963-06-17,69.94,-0.004413
1963-06-18,70.02,0.001144
1963-06-19,70.09,0.001000
1963-06-20,70.01,-0.001141
1963-06-21,70.25,0.003428
1963-06-24,70.20,-0.000712
1963-06-25,70.04,-0.002279
1963-06-26,69.41,-0.008995
1963-06-27,69.07,-0.004898
1963-06-28,69.37,0.004343
1963-07-01,68.86,-0.007352
1963-07-02,69.46,0.008713
1963-07-03,69.94,0.006910
1963-07-05,70.22,0.004003
1963-07-08,69.74,-0.006836
1963-07-09,70.04,0.004302
1963-07-10,69.89,-0.002142
1963-07-11,69.76,-0.001860
1963-07-12,69.64,-0.001720
1963-07-15,69.20,-0.006318
1963-07-16,69.14,-0.000867
1963-07-17,68.93,-0.003037
1963-07-18,68.49,-0.006383
1963-07-19,68.35,-0.002044
1963-07-22,67.90,-0.006584
1963-07-23,67.91,0.000147
1963-07-24,68.28,0.005448
1963-07-25,68.26,-0.000293
1963-07-26,68.54,0.004102
1963-07-29,68.67,0.001897
1963-07-30,69.24,0.008301
1963-07-31,69.13,-0.001589
1963-08-01,69.07,-0.000868
1963-08-02,69.30,0.003330
1963-08-05,69.71,0.005916
1963-08-06,70.17,0.006599
1963-08-07,69.96,-0.002993
1963-08-08,70.02,0.000858
1963-08-09,70.48,0.006570
1963-08-12,70.59,0.001561
1963-08-13,70.79,0.002833
1963-08-14,71.07,0.003955
1963-08-15,71.38,0.004362
1963-08-16,71.49,0.001541
1963-08-19,71.44,-0.000699
1963-08-20,71.38,-0.000840
1963-08-21,71.29,-0.001261
1963-08-22,71.54,0.003507
1963-08-23,71.76,0.003075
1963-08-26,71.91,0.002090
1963-08-27,71.52,-0.005423
1963-08-28,72.04,0.007271
1963-08-29,72.16,0.001666
1963-08-30,72.50,0.004712
1963-09-03,72.66,0.002207
1963-09-04,72.64,-0.000275
1963-09-05,73.00,0.004956
1963-09-06,72.84,-0.002192
1963-09-09,72.58,-0.003569
1963-09-10,72.99,0.005649
1963-09-11,73.20,0.002877
1963-09-12,73.15,-0.000683
1963-09-13,73.17,0.000273
1963-09-16,73.07,-0.001367
1963-09-17,73.12,0.000684
1963-09-18,72.80,-0.004376
1963-09-19,73.22,0.005769
1963-09-20,73.30,0.001093
1963-09-23,72.96,-0.004638
1963-09-24,73.30,0.004660
1963-09-25,72.89,-0.005593
1963-09-26,72.27,-0.008506
1963-09-27,72.13,-0.001937
1963-09-30,71.70,-0.005961
1963-10-01,72.22,0.007252
1963-10-02,72.30,0.001108
1963-10-03,72.83,0.007331
1963-10-04,72.85,0.000275
1963-10-07,72.70,-0.002059
1963-10-08,72.60,-0.001376
1963-10-09,72.18,-0.005785
1963-10-10,72.20,0.000277
1963-10-11,72.27,0.000970
1963-10-14,72.30,0.000415
1963-10-15,72.40,0.001383
1963-10-16,72.97,0.007873
1963-10-17,73.26,0.003974
1963-10-18,73.32,0.000819
1963-10-21,73.38,0.000818
1963-10-22,72.96,-0.005724
1963-10-23,73.00,0.000548
1963-10-24,73.28,0.003836
1963-10-25,74.01,0.009962
1963-10-28,74.48,0.006350
1963-10-29,74.46,-0.000269
1963-10-30,73.80,-0.008864
1963-10-31,74.01,0.002846
1963-11-01,73.83,-0.002432
1963-11-04,73.45,-0.005147
1963-11-06,72.81,-0.008713
1963-11-07,73.06,0.003434
1963-11-08,73.36,0.004106
1963-11-11,73.52,0.002181
1963-11-12,73.23,-0.003945
1963-11-13,73.29,0.000819
1963-11-14,72.95,-0.004639
1963-11-15,72.35,-0.008225
1963-11-18,71.83,-0.007187
1963-11-19,71.90,0.000975
1963-11-20,72.56,0.009179
1963-11-21,71.62,-0.012955
1963-11-22,69.61,-0.028065
1963-11-26,72.38,0.039793
1963-11-27,72.25,-0.001796
1963-11-29,73.23,0.013564
1963-12-02,73.66,0.005872
1963-12-03,73.62,-0.000543
1963-12-04,73.80,0.002445
1963-12-05,74.28,0.006504
1963-12-06,74.00,-0.003770
1963-12-09,73.96,-0.000541
1963-12-10,73.99,0.000406
1963-12-11,73.90,-0.001216
1963-12-12,73.91,0.000135
1963-12-13,74.06,0.002030
1963-12-16,74.30,0.003241
1963-12-17,74.74,0.005922
1963-12-18,74.63,-0.001472
1963-12-19,74.40,-0.003082
1963-12-20,74.28,-0.001613
1963-12-23,73.81,-0.006327
1963-12-24,73.97,0.002168
1963-12-26,74.32,0.004732
1963-12-27,74.44,0.001615
1963-12-30,74.56,0.001612
1963-12-31,75.02,0.006170
1964-01-02,75.43,0.005465
1964-01-03,75.50,0.000928
1964-01-06,75.67,0.002252
1964-01-07,75.69,0.000264
1964-01-08,76.00,0.004096
1964-01-09,76.28,0.003684
1964-01-10,76.24,-0.000524
1964-01-13,76.22,-0.000262
1964-01-14,76.36,0.001837
1964-01-15,76.64,0.003667
1964-01-16,76.55,-0.001174
1964-01-17,76.56,0.000131
1964-01-20,76.41,-0.001959
1964-01-21,76.62,0.002748
1964-01-22,77.03,0.005351
1964-01-23,77.09,0.000779
1964-01-24,77.11,0.000259
1964-01-27,77.08,-0.000389
1964-01-28,77.10,0.000259
1964-01-29,76.63,-0.006096
1964-01-30,76.70,0.000913
1964-01-31,77.04,0.004433
1964-02-03,76.97,-0.000909
1964-02-04,76.88,-0.001169
1964-02-05,76.75,-0.001691
1964-02-06,76.93,0.002345
1964-02-07,77.18,0.003250
1964-02-10,77.05,-0.001684
1964-02-11,77.33,0.003634
1964-02-12,77.57,0.003104
1964-02-13,77.52,-0.000645
1964-02-14,77.48,-0.000516
1964-02-17,77.46,-0.000258
1964-02-18,77.47,0.000129
1964-02-19,77.55,0.001033
1964-02-20,77.62,0.000903
1964-02-24,77.68,0.000773
1964-02-25,77.68,0.000000
1964-02-26,77.87,0.002446
1964-02-27,77.62,-0.003210
1964-02-28,77.80,0.002319
1964-03-02,77.97,0.002185
1964-03-03,78.22,0.003206
1964-03-04,78.07,-0.001918
1964-03-05,78.06,-0.000128
1964-03-06,78.31,0.003203
1964-03-09,78.33,0.000255
1964-03-10,78.59,0.003319
1964-03-11,78.95,0.004581
1964-03-12,79.08,0.001647
1964-03-13,79.14,0.000759
1964-03-16,79.14,0.000000
1964-03-17,79.32,0.002274
1964-03-18,79.38,0.000756
1964-03-19,79.30,-0.001008
1964-03-20,78.92,-0.004792
1964-03-23,78.93,0.000127
1964-03-24,78.79,-0.001774
1964-03-25,78.97,0.002285
1964-03-26,79.19,0.002786
1964-03-30,79.14,-0.000631
1964-03-31,78.98,-0.002022
1964-04-01,79.24,0.003292
1964-04-02,79.70,0.005805
1964-04-03,79.94,0.003011
1964-04-06,80.02,0.001001
1964-04-07,79.74,-0.003499
1964-04-08,79.75,0.000125
1964-04-09,79.70,-0.000627
1964-04-10,79.85,0.001882
1964-04-13,79.77,-0.001002
1964-04-14,79.99,0.002758
1964-04-15,80.09,0.001250
1964-04-16,80.20,0.001373
1964-04-17,80.55,0.004364
1964-04-20,80.50,-0.000621
1964-04-21,80.54,0.000497
1964-04-22,80.49,-0.000621
1964-04-23,80.38,-0.001367
1964-04-24,79.75,-0.007838
1964-04-27,79.35,-0.005016
1964-04-28,79.90,0.006931
1964-04-29,79.70,-0.002503
1964-04-30,79.46,-0.003011
1964-05-01,80.17,0.008935
1964-05-04,80.47,0.003742
1964-05-05,80.88,0.005095
1964-05-06,81.06,0.002226
1964-05-07,81.15,0.001110
1964-05-08,81.00,-0.001848
1964-05-11,80.90,-0.001235
1964-05-12,81.16,0.003214
1964-05-13,80.97,-0.002341
1964-05-14,80.86,-0.001359
1964-05-15,81.01,0.001855
1964-05-18,80.72,-0.003580
1964-05-19,80.30,-0.005203
1964-05-20,80.66,0.004483
1964-05-21,80.70,0.000496
1964-05-22,80.73,0.000372
1964-05-25,80.56,-0.002106
1964-05-26,80.39,-0.002110
1964-05-27,80.26,-0.001617
1964-05-28,80.37,0.001371
1964-06-01,80.11,-0.003235
1964-06-02,79.70,-0.005118
1964-06-03,79.49,-0.002635
1964-06-04,78.67,-0.010316
1964-06-05,79.02,0.004449
1964-06-08,78.64,-0.004809
1964-06-09,79.14,0.006358
1964-06-10,79.44,0.003791
1964-06-11,79.73,0.003651
1964-06-12,79.60,-0.001631
1964-06-15,79.97,0.004648
1964-06-16,80.40,0.005377
1964-06-17,80.81,0.005100
1964-06-18,80.79,-0.000247
1964-06-19,80.89,0.001238
1964-06-22,81.11,0.002720
1964-06-23,80.77,-0.004192
1964-06-24,81.06,0.003590
1964-06-25,81.21,0.001850
1964-06-26,81.46,0.003078
1964-06-29,81.64,0.002210
1964-06-30,81.69,0.000612
1964-07-01,82.27,0.007100
1964-07-02,82.60,0.004011
1964-07-06,82.98,0.004600
1964-07-07,83.12,0.001687
1964-07-08,83.12,0.000000
1964-07-09,83.22,0.001203
1964-07-10,83.36,0.001682
1964-07-13,83.31,-0.000600
1964-07-14,83.06,-0.003001
1964-07-15,83.34,0.003371
1964-07-16,83.64,0.003600
1964-07-17,84.01,0.004424
1964-07-20,83.74,-0.003214
1964-07-21,83.54,-0.002388
1964-07-22,83.52,-0.000239
1964-07-23,83.48,-0.000479
1964-07-24,83.46,-0.000240
1964-07-27,83.08,-0.004553
1964-07-28,82.85,-0.002768
1964-07-29,82.92,0.000845
1964-07-30,83.09,0.002050
1964-07-31,83.18,0.001083
1964-08-03,83.00,-0.002164
1964-08-04,81.96,-0.012530
1964-08-05,82.09,0.001586
1964-08-06,81.34,-0.009136
1964-08-07,81.86,0.006393
1964-08-10,81.78,-0.000977
1964-08-11,81.76,-0.000245
1964-08-12,82.17,0.005015
1964-08-13,82.41,0.002921
1964-08-14,82.35,-0.000728
1964-08-17,82.36,0.000121
1964-08-18,82.40,0.000486
1964-08-19,82.32,-0.000971
1964-08-20,81.94,-0.004616
1964-08-21,82.07,0.001587
1964-08-24,81.91,-0.001950
1964-08-25,81.44,-0.005738
1964-08-26,81.32,-0.001473
1964-08-27,81.70,0.004673
1964-08-28,81.99,0.003550
1964-08-31,81.83,-0.001951
1964-09-01,82.18,0.004277
1964-09-02,82.31,0.001582
1964-09-03,82.56,0.003037
1964-09-04,82.76,0.002422
1964-09-08,82.87,0.001329
1964-09-09,83.05,0.002172
1964-09-10,83.10,0.000602
1964-09-11,83.45,0.004212
1964-09-14,83.22,-0.002756
1964-09-15,83.00,-0.002644
1964-09-16,83.24,0.002892
1964-09-17,83.79,0.006607
1964-09-18,83.48,-0.003700
1964-09-21,83.86,0.004552
1964-09-22,83.89,0.000358
1964-09-23,83.91,0.000238
1964-09-24,84.00,0.001073
1964-09-25,84.21,0.002500
1964-09-28,84.28,0.000831
1964-09-29,84.24,-0.000475
1964-09-30,84.18,-0.000712
1964-10-01,84.08,-0.001188
1964-10-02,84.36,0.003330
1964-10-05,84.74,0.004505
1964-10-06,84.79,0.000590
1964-10-07,84.80,0.000118
1964-10-08,85.04,0.002830
1964-10-09,85.22,0.002117
1964-10-12,85.24,0.000235
1964-10-13,84.96,-0.003285
1964-10-14,84.79,-0.002001
1964-10-15,84.25,-0.006369
1964-10-16,84.83,0.006884
1964-10-19,84.93,0.001179
1964-10-20,85.18,0.002944
1964-10-21,85.10,-0.000939
1964-10-22,84.94,-0.001880
1964-10-23,85.14,0.002355
1964-10-26,85.00,-0.001644
1964-10-27,85.00,0.000000
1964-10-28,84.69,-0.003647
1964-10-29,84.73,0.000472
1964-10-30,84.86,0.001534
1964-11-02,85.18,0.003771
1964-11-04,85.14,-0.000470
1964-11-05,85.16,0.000235
1964-11-06,85.23,0.000822
1964-11-09,85.19,-0.000469
1964-11-10,84.84,-0.004108
1964-11-11,85.08,0.002829
1964-11-12,85.19,0.001293
1964-11-13,85.21,0.000235
1964-11-16,85.65,0.005164
1964-11-17,86.03,0.004437
1964-11-18,86.22,0.002209
1964-11-19,86.18,-0.000464
1964-11-20,86.28,0.001160
1964-11-23,86.00,-0.003245
1964-11-24,85.73,-0.003140
1964-11-25,85.44,-0.003383
1964-11-27,85.16,-0.003277
1964-11-30,84.42,-0.008690
1964-12-01,83.55,-0.010306
1964-12-02,83.79,0.002873
1964-12-03,84.18,0.004654
1964-12-04,84.35,0.002019
1964-12-07,84.33,-0.000237
1964-12-08,84.00,-0.003913
1964-12-09,83.46,-0.006429
1964-12-10,83.45,-0.000120
1964-12-11,83.66,0.002516
1964-12-14,83.45,-0.002510
1964-12-15,83.22,-0.002756
1964-12-16,83.55,0.003965
1964-12-17,83.90,0.004189
1964-12-18,84.29,0.004648
1964-12-21,84.38,0.001068
1964-12-22,84.33,-0.000593
1964-12-23,84.15,-0.002134
1964-12-24,84.15,0.000000
1964-12-28,84.07,-0.000951
1964-12-29,83.81,-0.003093
1964-12-30,84.30,0.005847
1964-12-31,84.75,0.005338
1965-01-04,84.23,-0.006136
1965-01-05,84.63,0.004749
1965-01-06,84.89,0.003072
1965-01-07,85.26,0.004359
1965-01-08,85.37,0.001290
1965-01-11,85.40,0.000351
1965-01-12,85.61,0.002459
1965-01-13,85.84,0.002687
1965-01-14,85.84,0.000000
1965-01-15,86.21,0.004310
1965-01-18,86.49,0.003248
1965-01-19,86.63,0.001619
1965-01-20,86.60,-0.000346
1965-01-21,86.52,-0.000924
1965-01-22,86.74,0.002543
1965-01-25,86.86,0.001383
1965-01-26,86.94,0.000921
1965-01-27,87.23,0.003336
1965-01-28,87.48,0.002866
1965-01-29,87.56,0.000914
1965-02-01,87.58,0.000228
1965-02-02,87.55,-0.000343
1965-02-03,87.63,0.000914
1965-02-04,87.57,-0.000685
1965-02-05,87.29,-0.003197
1965-02-08,86.95,-0.003895
1965-02-09,87.24,0.003335
1965-02-10,86.46,-0.008941
1965-02-11,85.54,-0.010641
1965-02-12,86.17,0.007365
1965-02-15,86.07,-0.001161
1965-02-16,85.67,-0.004647
1965-02-17,85.77,0.001167
1965-02-18,86.05,0.003265
1965-02-19,86.21,0.001859
1965-02-23,86.64,0.004988
1965-02-24,87.17,0.006117
1965-02-25,87.20,0.000344
1965-02-26,87.43,0.002638
1965-03-01,87.25,-0.002059
1965-03-02,87.40,0.001719
1965-03-03,87.26,-0.001602
1965-03-04,86.98,-0.003209
1965-03-05,86.80,-0.002069
1965-03-08,86.83,0.000346
1965-03-09,86.69,-0.001612
1965-03-10,86.54,-0.001730
1965-03-11,86.90,0.004160
1965-03-12,87.21,0.003567
1965-03-15,87.24,0.000344
1965-03-16,87.13,-0.001261
1965-03-17,87.02,-0.001262
1965-03-18,86.81,-0.002413
1965-03-19,86.84,0.000346
1965-03-22,86.83,-0.000115
1965-03-23,86.93,0.001152
1965-03-24,87.09,0.001841
1965-03-25,86.84,-0.002871
1965-03-26,86.20,-0.007370
1965-03-29,86.03,-0.001972
1965-03-30,86.20,0.001976
1965-03-31,86.16,-0.000464
1965-04-01,86.32,0.001857
1965-04-02,86.53,0.002433
1965-04-05,86.53,0.000000
1965-04-06,86.50,-0.000347
1965-04-07,86.55,0.000578
1965-04-08,87.04,0.005661
1965-04-09,87.56,0.005974
1965-04-12,87.94,0.004340
1965-04-13,88.04,0.001137
1965-04-14,88.24,0.002272
1965-04-15,88.15,-0.001020
1965-04-19,88.51,0.004084
1965-04-20,88.46,-0.000565
1965-04-21,88.30,-0.001809
1965-04-22,88.78,0.005436
1965-04-23,88.88,0.001126
1965-04-26,88.89,0.000113
1965-04-27,89.04,0.001687
1965-04-28,89.00,-0.000449
1965-04-29,88.93,-0.000787
1965-04-30,89.11,0.002024
1965-05-03,89.23,0.001347
1965-05-04,89.51,0.003138
1965-05-05,89.71,0.002234
1965-05-06,89.92,0.002341
1965-05-07,89.85,-0.000778
1965-05-10,89.66,-0.002115
1965-05-11,89.55,-0.001227
1965-05-12,89.94,0.004355
1965-05-13,90.27,0.003669
1965-05-14,90.10,-0.001883
1965-05-17,89.54,-0.006215
1965-05-18,89.46,-0.000893
1965-05-19,89.67,0.002347
1965-05-20,89.18,-0.005464
1965-05-21,88.75,-0.004822
1965-05-24,88.09,-0.007437
1965-05-25,88.60,0.005790
1965-05-26,88.30,-0.003386
1965-05-27,87.84,-0.005210
1965-05-28,88.42,0.006603
1965-06-01,87.72,-0.007917
1965-06-02,87.09,-0.007182
1965-06-03,86.90,-0.002182
1965-06-04,87.11,0.002417
1965-06-07,86.88,-0.002640
1965-06-08,85.93,-0.010935
1965-06-09,85.04,-0.010357
1965-06-10,84.73,-0.003645
1965-06-11,85.12,0.004603
1965-06-14,84.01,-0.013040
1965-06-15,84.49,0.005714
1965-06-16,85.20,0.008403
1965-06-17,85.74,0.006338
1965-06-18,85.34,-0.004665
1965-06-21,85.05,-0.003398
1965-06-22,85.21,0.001881
1965-06-23,84.67,-0.006337
1965-06-24,83.56,-0.013110
1965-06-25,83.06,-0.005984
1965-06-28,81.60,-0.017578
1965-06-29,82.41,0.009926
1965-06-30,84.12,0.020750
1965-07-01,84.48,0.004280
1965-07-02,85.16,0.008049
1965-07-06,84.99,-0.001996
1965-07-07,84.67,-0.003765
1965-07-08,85.39,0.008504
1965-07-09,85.71,0.003748
1965-07-12,85.69,-0.000233
1965-07-13,85.59,-0.001167
1965-07-14,85.87,0.003271
1965-07-15,85.72,-0.001747
1965-07-16,85.69,-0.000350
1965-07-19,85.63,-0.000700
1965-07-20,84.55,-0.012612
1965-07-21,84.07,-0.005677
1965-07-22,83.85,-0.002617
1965-07-23,84.07,0.002624
1965-07-26,84.05,-0.000238
1965-07-27,83.87,-0.002142
1965-07-28,84.03,0.001908
1965-07-29,84.68,0.007735
1965-07-30,85.25,0.006731
1965-08-02,85.42,0.001994
1965-08-03,85.46,0.000468
1965-08-04,85.79,0.003861
1965-08-05,85.79,0.000000
1965-08-06,86.07,0.003264
1965-08-09,85.86,-0.002440
1965-08-10,85.87,0.000116
1965-08-11,86.13,0.003028
1965-08-12,86.38,0.002903
1965-08-13,86.77,0.004515
1965-08-16,86.87,0.001152
1965-08-17,87.04,0.001957
1965-08-18,86.99,-0.000574
1965-08-19,86.79,-0.002299
1965-08-20,86.69,-0.001152
1965-08-23,86.56,-0.001500
1965-08-24,86.71,0.001733
1965-08-25,86.81,0.001153
1965-08-26,87.14,0.003801
1965-08-27,87.20,0.000689
1965-08-30,87.21,0.000115
1965-08-31,87.17,-0.000459
1965-09-01,87.17,0.000000
1965-09-02,87.65,0.005506
1965-09-03,88.06,0.004678
1965-09-07,88.36,0.003407
1965-09-08,88.66,0.003395
1965-09-09,88.89,0.002594
1965-09-10,89.12,0.002587
1965-09-13,89.38,0.002917
1965-09-14,89.03,-0.003916
1965-09-15,89.52,0.005504
1965-09-16,90.02,0.005585
1965-09-17,90.05,0.000333
1965-09-20,90.08,0.000333
1965-09-21,89.81,-0.002997
1965-09-22,90.22,0.004565
1965-09-23,89.86,-0.003990
1965-09-24,90.02,0.001781
1965-09-27,90.65,0.006998
1965-09-28,90.43,-0.002427
1965-09-29,90.02,-0.004534
1965-09-30,89.96,-0.000667
1965-10-01,89.90,-0.000667
1965-10-04,90.08,0.002002
1965-10-05,90.63,0.006106
1965-10-06,90.54,-0.000993
1965-10-07,90.47,-0.000773
1965-10-08,90.85,0.004200
1965-10-11,91.37,0.005724
1965-10-12,91.35,-0.000219
1965-10-13,91.34,-0.000109
1965-10-14,91.19,-0.001642
1965-10-15,91.38,0.002084
1965-10-18,91.68,0.003283
1965-10-19,91.80,0.001309
1965-10-20,91.78,-0.000218
1965-10-21,91.94,0.001743
1965-10-22,91.98,0.000435
1965-10-25,91.67,-0.003370
1965-10-26,92.20,0.005782
1965-10-27,92.51,0.003362
1965-10-28,92.21,-0.003243
1965-10-29,92.42,0.002277
1965-11-01,92.23,-0.002056
1965-11-03,92.31,0.000867
1965-11-04,92.46,0.001625
1965-11-05,92.37,-0.000973
1965-11-08,92.23,-0.001516
1965-11-09,91.93,-0.003253
1965-11-10,91.83,-0.001088
1965-11-11,92.11,0.003049
1965-11-12,92.55,0.004777
1965-11-15,92.63,0.000864
1965-11-16,92.41,-0.002375
1965-11-17,92.60,0.002056
